src,score
121,6.808813157450648
113,4.862623481246167
108,4.395876680073454
102,4.038348495689138
112,3.939973065599059
123,3.2075622443719567
105,2.742260954392884
129,2.083032232124935
114,1.7194540930906306
115,1.7132519124101226
117,1.6818850479433007
109,1.229266823833431
101,0.9655660154137187
110,0.9539956847422468
118,0.9091613749277319
128,0.5136807655059858
100,0.1591210483359745
111,-0.06970881754682517
126,-0.14042815724449895
103,-0.4451250726619861
122,-0.6284092087606945
107,-1.5237956154206973
104,-2.612815512566429
127,-3.1046288992748416
119,-3.606938846989888
125,-3.6451613495046
106,-4.63898304996828
120,-6.382768669409168
116,-7.46441186796214
124,-7.660698009841302
